,COUNTRY,C_ALPHAN,TRDBR,MNC,TRDPR,AUTO,IOPWR,GLBCTZ,IMMCRM,IMMGOOD,IMMJOB,IMMNEWCUL,IMMBADCUL,IMMEQURIGHT,IMMEXCLUDED,IMMEDU,IMMNUM,SEX,BIRTH,AGE,EDUCYRS,DEGREE,WORK,WRKHRS,EMPREL,NEMPLOY,WRKSUP,NSUP,TYPORG1,TYPORG2,ISCO88,MAINSTAT,PARTLIV,SPWORK,SPWRKHRS,SPEMPREL,SPWRKSUP,SPISCO88,SPMAINST,UNION,TOPBOT,VOTE_LE,BE_PRTY,CH_PRTY,CZ_PRTY,DE_PRTY,DK_PRTY,EE_PRTY,ES_PRTY,FI_PRTY,FR_PRTY,GB_PRTY,GE_PRTY,HR_PRTY,HU_PRTY,IE_PRTY,IL_PRTY,IN_PRTY,IS_PRTY,JP_PRTY,KR_PRTY,LT_PRTY,LV_PRTY,MX_PRTY,NO_PRTY,PH_PRTY,PT_PRTY,RU_PRTY,SE_PRTY,SI_PRTY,SK_PRTY,TR_PRTY,TW_PRTY,US_PRTY,ZA_PRTY,PARTY_LR,HHCHILDR,HHTODD,HOMPOP,US_INC,ZA_INC,MARITAL,URBRURAL,CASEID,names,UNEMP,TRAINEE,hhinc,inc_st
1,840,US,4,4,1,1,4,4,4,2,1,2,4,4,4,2,3,1,1961,53,16,5,1,60,3,2,1,0,NA,2,1313,1,3,NA,0,0,0,NA,0,3,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,1,82500,NA,4,2,2.01308E+14,United States,0,0,82500,0.588850258
2,840,US,4,2,1,2,3,5,5,2,4,2,4,4,2,1,3,2,1988,26,16,5,1,40,1,0,2,0,NA,2,2412,1,1,1,75,1,0,5122,1,3,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,6,990,4,0,0,2,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
3,840,US,NA,NA,NA,NA,3,3,4,1,4,1,3,3,4,2,3,2,1971,43,5,0,3,0,0,0,0,0,NA,NA,NA,7,1,1,40,2,0,9131,1,3,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,5,11250,NA,1,1,2.01308E+14,United States,0,0,11250,0.936807229
4,840,US,1,2,2,2,2,1,1,5,1,5,1,5,1,4,5,1,1958,56,11,2,2,0,1,0,0,0,NA,2,8322,5,3,NA,0,0,0,NA,0,0,3,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,1,11250,NA,6,1,2.01308E+14,United States,0,0,11250,0.936807229
5,840,US,2,3,2,3,2,4,3,4,1,4,2,4,1,2,5,2,1974,40,11,3,1,37,1,0,2,0,NA,2,3226,1,1,2,0,1,0,9140,2,0,7,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,23750,NA,1,1,2.01308E+14,United States,0,0,23750,0.669148021
6,840,US,4,1,1,2,4,4,4,3,2,3,3,2,4,1,4,2,1989,25,16,3,2,0,1,0,0,0,NA,2,5123,3,3,NA,0,0,0,NA,0,3,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,3,27500,NA,6,2,2.01308E+14,United States,0,0,27500,0.588850258
7,840,US,1,2,3,2,2,4,4,3,2,2,3,4,1,2,5,1,1958,56,16,3,1,6,2,0,2,0,NA,2,7230,1,1,1,40,1,0,3415,1,3,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,6,990,4,0,0,2,67500,NA,1,2,2.01308E+14,United States,0,0,67500,0.267659208
8,840,US,1,2,4,4,4,4,5,3,4,3,3,3,3,2,NA,2,1984,30,14,3,1,38,1,0,1,0,NA,2,3411,1,3,NA,0,0,0,NA,0,0,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,2,0,3,23750,NA,4,2,2.01308E+14,United States,0,0,23750,0.669148021
9,840,US,NA,NA,2,2,NA,2,4,2,4,2,4,NA,NA,2,NA,2,1972,42,11,3,2,0,1,0,0,0,NA,2,5122,7,3,NA,0,0,0,NA,0,3,4,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,2,1,4,11250,NA,3,2,2.01308E+14,United States,0,0,11250,0.936807229
10,840,US,5,2,2,3,4,3,4,3,4,2,4,4,4,1,2,1,1976,38,14,3,2,0,1,0,0,0,NA,2,5141,3,2,NA,0,0,0,NA,0,3,7,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,2,32500,NA,6,2,2.01308E+14,United States,0,0,32500,0.481786575
11,840,US,3,2,3,5,2,2,4,4,2,2,2,2,4,2,3,2,1986,28,18,6,1,28,2,0,2,0,NA,2,1233,1,3,NA,0,0,0,NA,0,3,3,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,1,500,NA,6,2,2.01308E+14,United States,0,0,500,1.166994148
12,840,US,3,4,2,4,4,4,2,3,2,3,3,4,2,3,3,1,1979,35,13,3,1,40,1,0,2,0,NA,2,6113,1,2,NA,0,0,0,NA,0,0,7,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,23750,NA,3,2,2.01308E+14,United States,0,0,23750,0.669148021
13,840,US,2,3,2,3,2,4,2,2,2,3,2,4,2,2,5,2,NA,NA,17,5,2,0,1,0,0,0,NA,2,3413,7,1,2,0,1,0,3413,6,0,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,3,990,6,0,0,2,1.00E+05,NA,1,2,2.01308E+14,United States,0,0,1.00E+05,0.96357315
14,840,US,2,3,2,3,2,3,4,2,4,2,4,2,2,2,5,2,1953,61,16,5,1,40,1,0,1,0,NA,2,4121,1,2,NA,0,0,0,NA,0,0,4,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,82500,NA,4,2,2.01308E+14,United States,0,0,82500,0.588850258
15,840,US,3,4,2,2,4,4,4,2,4,2,4,3,2,4,4,2,1960,54,16,5,2,0,1,0,2,0,NA,2,NA,1,3,NA,0,0,0,NA,0,0,NA,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,160000,NA,6,2,2.01308E+14,United States,0,0,160000,2.24833735
16,840,US,4,2,2,2,2,4,3,2,4,2,4,4,2,2,3,1,1961,53,12,3,1,40,1,0,2,0,NA,2,5122,1,1,1,40,1,0,3300,1,1,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,3,55000,NA,1,2,2.01308E+14,United States,0,0,55000,0
17,840,US,2,1,3,2,4,5,4,4,4,2,4,4,3,2,3,1,1983,31,14,3,1,39,1,0,1,0,NA,2,7240,1,1,NA,0,0,0,6129,0,1,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,2,0,4,1.00E+05,NA,4,2,2.01308E+14,United States,0,0,1.00E+05,0.96357315
18,840,US,2,2,4,4,3,3,4,3,4,2,4,4,2,2,NA,2,1945,69,10,2,1,15,1,0,2,0,NA,2,5220,1,3,NA,0,0,0,NA,0,3,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,1,32500,NA,5,2,2.01308E+14,United States,0,0,32500,0.481786575
19,840,US,3,4,2,4,4,4,3,2,2,2,4,4,2,2,4,1,1979,35,16,5,1,50,1,0,1,0,NA,2,1233,1,1,1,30,1,0,3221,1,3,7,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,1,3,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
20,840,US,3,4,2,4,4,4,4,2,4,2,4,4,2,4,3,1,1934,80,14,4,2,0,1,0,0,0,NA,1,5162,6,1,1,40,1,0,5123,1,0,7,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,6,990,4,0,0,3,55000,NA,1,2,2.01308E+14,United States,0,0,55000,0
21,840,US,2,2,2,2,2,3,2,3,2,3,4,1,1,4,5,2,1964,50,16,5,1,60,1,0,2,0,NA,2,3121,1,3,NA,0,0,0,NA,0,3,10,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,1,120000,NA,3,2,2.01308E+14,United States,0,0,120000,1.391827883
22,840,US,3,3,3,3,3,1,4,5,3,3,4,4,4,2,NA,2,1971,43,12,3,1,40,1,0,1,0,NA,1,1227,1,3,NA,0,0,0,NA,0,1,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,1,0,2,45000,NA,6,2,2.01308E+14,United States,0,0,45000,0.214127367
23,840,US,2,2,2,2,3,1,4,2,3,2,4,2,3,2,NA,2,1982,32,15,6,1,40,1,0,2,0,NA,2,2412,1,1,1,12,1,0,2359,1,0,6,0,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,2,120000,NA,1,2,2.01308E+14,United States,0,0,120000,1.391827883
24,840,US,1,2,1,1,3,4,4,2,4,1,4,3,1,1,2,2,1962,52,18,6,1,40,1,0,1,0,NA,2,4115,1,1,1,70,2,0,2221,1,3,8,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,6,990,4,0,0,3,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
25,840,US,2,2,3,2,5,2,4,2,5,2,5,2,4,2,3,1,1972,42,16,5,1,40,1,0,2,0,NA,2,2131,1,1,1,45,1,0,4190,1,3,7,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,1,3,1.00E+05,NA,1,2,2.01308E+14,United States,0,0,1.00E+05,0.96357315
26,840,US,1,2,4,4,2,2,3,4,2,4,2,4,2,4,4,2,1933,81,12,3,2,0,1,0,0,0,NA,2,4115,7,3,NA,0,0,0,NA,0,3,8,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,67500,NA,5,2,2.01308E+14,United States,0,0,67500,0.267659208
27,840,US,4,2,2,4,4,5,5,3,4,1,5,1,3,1,NA,2,1990,24,17,5,1,16,1,0,2,0,NA,2,3432,1,3,NA,0,0,0,NA,0,0,9,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,6500,NA,6,2,2.01308E+14,United States,0,0,6500,1.038517728
28,840,US,2,2,2,2,4,2,4,1,5,1,4,4,3,2,3,2,1970,44,18,6,1,40,1,0,1,0,NA,1,1319,1,2,NA,0,0,0,NA,0,3,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,82500,NA,6,2,2.01308E+14,United States,0,0,82500,0.588850258
29,840,US,3,2,2,5,4,4,3,2,4,2,2,4,2,2,3,2,1971,43,16,5,2,0,1,0,0,0,NA,2,2411,7,1,1,50,1,0,1231,1,3,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,3,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
30,840,US,3,5,2,2,4,3,5,1,4,1,5,2,4,1,3,2,1967,47,20,6,2,0,1,0,0,0,NA,1,2320,NA,1,2,0,1,0,1236,2,1,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
31,840,US,3,2,2,NA,2,1,3,2,NA,2,3,NA,1,1,4,1,1963,51,14,4,2,0,1,0,0,0,NA,2,1220,5,1,NA,0,0,0,1227,0,3,8,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,2,27500,NA,4,2,2.01308E+14,United States,0,0,27500,0.588850258
32,840,US,4,3,3,4,4,3,4,2,5,2,4,4,3,2,3,2,1948,66,20,6,2,0,1,0,0,0,NA,1,2331,6,1,1,40,1,0,2421,1,3,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
33,840,US,4,4,3,2,4,1,5,2,3,1,4,4,3,2,1,2,1973,41,18,6,2,0,1,0,0,0,NA,2,2320,7,1,1,40,1,0,2131,1,3,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,2,1,5,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
34,840,US,4,2,2,3,4,5,5,1,4,2,5,1,2,2,1,1,1960,54,16,5,1,60,1,0,1,0,NA,2,3416,1,1,2,0,1,0,1235,7,3,7,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
35,840,US,3,NA,2,3,4,1,4,1,4,2,NA,1,5,1,1,1,1971,43,12,3,2,0,1,0,0,0,NA,1,2432,7,1,1,40,1,0,1229,1,3,5,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,2,0,4,32500,NA,1,1,2.01308E+14,United States,0,0,32500,0.481786575
36,840,US,2,1,3,2,NA,2,NA,NA,NA,NA,4,2,2,2,5,2,1959,55,6,1,2,0,1,0,0,0,NA,2,8200,5,3,NA,0,0,0,NA,0,0,2,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,2,23750,NA,6,1,2.01308E+14,United States,0,0,23750,0.669148021
37,840,US,2,2,NA,NA,2,2,4,NA,4,2,NA,2,NA,2,NA,1,1963,51,11,2,1,45,1,0,2,0,NA,2,9333,1,1,1,30,1,0,3415,1,NA,7,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,11250,NA,1,1,2.01308E+14,United States,0,0,11250,0.936807229
38,840,US,3,3,2,3,4,4,5,3,4,2,4,1,3,1,NA,2,1979,35,11,3,2,0,1,0,0,0,NA,2,3415,2,2,NA,0,0,0,NA,0,3,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,1,2,3500,NA,3,1,2.01308E+14,United States,1,0,3500,1.102755938
39,840,US,3,1,4,NA,4,3,3,3,1,NA,NA,4,3,2,5,1,1958,56,10,2,2,0,1,0,0,0,NA,1,1225,2,3,NA,0,0,0,NA,0,3,8,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,3500,NA,6,1,2.01308E+14,United States,1,0,3500,1.102755938
40,840,US,3,2,2,4,3,3,4,2,3,1,3,2,4,NA,3,1,1989,25,12,3,1,65,1,0,1,0,NA,2,3415,1,1,NA,0,0,0,NA,0,0,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,2,4,55000,NA,6,1,2.01308E+14,United States,0,0,55000,0
41,840,US,3,3,3,3,3,2,4,3,4,2,3,3,3,2,NA,2,1966,48,14,4,1,35,1,0,2,0,NA,2,3121,1,3,NA,0,0,0,NA,0,3,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,1,55000,NA,6,1,2.01308E+14,United States,0,0,55000,0
42,840,US,NA,NA,NA,NA,3,2,4,2,4,2,3,2,3,2,3,1,1969,45,15,4,1,45,1,0,1,0,NA,1,5162,1,3,NA,0,0,0,NA,0,1,8,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,99,990,99,0,0,1,140000,NA,6,1,2.01308E+14,United States,0,0,140000,1.820082617
43,840,US,2,2,NA,NA,NA,5,4,NA,1,3,4,2,NA,2,4,2,1990,24,8,1,1,15,1,0,2,0,NA,2,3231,1,1,NA,0,0,0,9333,0,3,NA,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,2,0,4,32500,NA,6,1,2.01308E+14,United States,0,0,32500,0.481786575
44,840,US,1,2,3,3,3,2,5,3,3,3,3,4,3,1,4,2,1971,43,13,3,1,56,1,0,1,0,NA,1,5163,1,2,NA,0,0,0,NA,0,1,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,1,0,2,1.00E+05,NA,6,1,2.01308E+14,United States,0,0,1.00E+05,0.96357315
45,840,US,2,1,2,2,4,4,4,2,2,2,4,4,1,2,3,1,1973,41,16,5,1,50,2,0,2,0,NA,2,3413,1,1,1,40,1,0,4115,1,3,3,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,1.00E+05,NA,1,1,2.01308E+14,United States,0,0,1.00E+05,0.96357315
46,840,US,3,4,2,4,3,4,3,4,4,2,4,4,2,2,3,1,1933,81,16,5,2,0,1,0,0,0,NA,2,4115,6,3,NA,0,0,0,NA,0,3,NA,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,6,990,4,0,0,1,1.00E+05,NA,5,1,2.01308E+14,United States,0,0,1.00E+05,0.96357315
47,840,US,2,2,2,3,3,3,1,4,1,4,2,1,1,1,5,2,1940,74,16,5,2,0,1,0,0,0,NA,2,1227,6,3,NA,0,0,0,NA,0,3,6,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,3,67500,NA,4,2,2.01308E+14,United States,0,0,67500,0.267659208
48,840,US,4,2,5,4,2,4,3,1,2,2,4,1,3,1,1,1,1972,42,20,6,1,40,1,0,1,0,NA,1,3112,1,1,1,40,1,0,2320,1,3,10,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,3,990,6,2,0,4,160000,NA,1,2,2.01308E+14,United States,0,0,160000,2.24833735
49,840,US,2,1,5,5,3,3,5,3,3,2,3,3,3,1,NA,1,1991,23,16,5,1,50,1,0,2,0,NA,2,3412,1,3,NA,0,0,0,NA,0,0,9,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,1,0,4,120000,NA,6,2,2.01308E+14,United States,0,0,120000,1.391827883
50,840,US,3,3,3,4,3,2,5,1,5,1,4,2,4,2,3,1,1988,26,12,3,1,40,1,0,2,0,NA,2,9333,1,3,NA,0,0,0,NA,0,3,4,0,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,4,21750,NA,6,2,2.01308E+14,United States,0,0,21750,0.711973494
51,840,US,1,2,2,2,2,4,4,2,4,2,2,2,2,1,NA,2,1985,29,12,3,1,50,3,37,1,0,NA,2,5141,1,1,1,60,2,0,5141,1,0,10,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,2,1.00E+05,NA,1,2,2.01308E+14,United States,0,0,1.00E+05,0.96357315
52,840,US,3,3,3,3,3,4,3,4,2,3,3,4,3,2,5,1,1986,28,12,3,1,50,2,0,2,0,NA,NA,5100,1,3,NA,0,0,0,NA,0,3,4,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,3,37500,NA,6,2,2.01308E+14,United States,0,0,37500,0.374722892
53,840,US,3,3,3,3,3,3,4,2,4,2,4,4,2,2,3,2,1954,60,16,5,2,0,1,0,0,0,NA,2,9140,7,1,2,0,1,0,1319,6,0,5,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,18750,NA,1,1,2.01308E+14,United States,0,0,18750,0.776211704
54,840,US,2,4,2,3,2,3,3,3,4,2,3,4,4,2,1,2,1976,38,16,5,2,0,1,0,0,0,NA,2,2412,7,1,1,70,1,0,3410,1,3,4,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,2,1,5,140000,NA,1,1,2.01308E+14,United States,0,0,140000,1.820082617
55,840,US,2,4,2,2,4,5,4,2,2,1,5,4,2,1,4,1,1984,30,16,5,1,40,1,0,2,0,NA,2,4121,1,1,NA,0,0,0,4115,0,0,7,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,82500,NA,6,1,2.01308E+14,United States,0,0,82500,0.588850258
56,840,US,1,1,5,4,2,3,5,1,4,1,5,4,1,3,5,2,1956,58,16,5,1,40,1,0,2,0,NA,2,4211,1,3,NA,0,0,0,NA,0,0,9,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,1,27500,NA,6,1,2.01308E+14,United States,0,0,27500,0.588850258
57,840,US,1,1,4,4,4,4,5,3,4,4,2,2,2,1,NA,2,1953,61,18,6,2,0,1,0,0,0,NA,1,2331,6,3,NA,0,0,0,NA,0,1,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,45000,NA,6,1,2.01308E+14,United States,0,0,45000,0.214127367
58,840,US,2,1,1,2,2,4,4,1,2,1,4,4,4,3,3,2,1958,56,16,5,1,30,1,0,1,0,NA,1,2331,1,3,NA,0,0,0,NA,0,1,10,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,27500,NA,6,1,2.01308E+14,United States,0,0,27500,0.588850258
59,840,US,3,4,2,3,3,NA,5,1,5,2,4,1,3,1,NA,2,1935,79,16,6,2,0,1,0,0,0,NA,1,2310,6,3,NA,0,0,0,NA,0,3,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,55000,NA,5,1,2.01308E+14,United States,0,0,55000,0
60,840,US,2,NA,2,4,3,4,3,4,3,4,4,2,2,2,4,1,1982,32,14,3,1,40,1,0,2,0,NA,2,9151,1,3,NA,0,0,0,NA,0,1,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,1,67500,NA,6,1,2.01308E+14,United States,0,0,67500,0.267659208
61,840,US,5,3,2,4,3,2,4,2,4,2,4,NA,4,2,NA,2,1925,89,15,3,2,0,1,0,0,0,NA,2,4115,6,3,NA,0,0,0,NA,0,3,10,2,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,0,990,0,0,0,1,120000,NA,5,1,2.01308E+14,United States,0,0,120000,1.391827883
62,840,US,4,2,2,3,4,2,4,2,3,2,4,3,3,1,NA,1,1976,38,20,6,1,60,1,0,1,0,NA,2,2221,1,1,2,0,1,0,2141,7,3,7,NA,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,99,990,99,0,0,2,160000,NA,1,1,2.01308E+14,United States,0,0,160000,2.24833735
63,840,US,2,2,2,4,2,2,4,2,4,2,4,4,4,1,3,1,1937,77,17,6,2,0,1,0,0,0,NA,1,2446,6,3,NA,0,0,0,NA,0,0,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,3,140000,NA,5,1,2.01308E+14,United States,0,0,140000,1.820082617
64,840,US,4,2,1,4,2,2,4,2,3,2,3,4,3,2,3,1,1967,47,13,3,1,37,1,0,2,0,NA,2,1233,1,2,NA,0,0,0,NA,0,3,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,2,990,3,0,0,2,67500,NA,3,1,2.01308E+14,United States,0,0,67500,0.267659208
65,840,US,1,1,5,2,5,4,1,4,1,3,2,1,1,1,5,1,1951,63,16,5,2,0,1,0,0,0,NA,2,8322,6,3,NA,0,0,0,NA,0,0,6,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,3,990,6,0,0,1,13750,NA,6,1,2.01308E+14,United States,0,0,13750,0.883275387
66,840,US,2,3,2,2,2,4,4,2,4,2,1,3,1,1,4,2,1985,29,14,3,1,37,1,0,2,0,NA,2,3221,1,2,NA,0,0,0,NA,0,1,5,1,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,6,990,4,0,0,4,32500,NA,6,1,2.01308E+14,United States,0,0,32500,0.481786575
